scorer,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000
bodyparts,Head,Head,Head,Nose,Nose,Nose,Coccyx,Coccyx,Coccyx,Tail,Tail,Tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
359,751.8277588,478.4654846,0.999968588,762.0830078,478.9305115,0.00362885,630.741394,373.0780945,0.999993026,609.1159058,365.2549133,0.999996543
360,751.7861328,478.4902649,0.9999668,762.0819702,479.0235901,0.003553003,631.3705444,372.8285522,0.999990344,609.1245728,365.098053,0.999996543
361,751.7859497,478.4924622,0.999965906,762.0974731,478.9981689,0.003525406,631.5984497,373.1321716,0.999988496,609.098938,365.1533813,0.999996781
362,751.8082886,478.4841003,0.999966919,762.1119995,479.0145264,0.003548771,630.7857666,372.8217773,0.999992311,609.024353,365.1958008,0.999995828
363,751.8175049,478.5980225,0.999968112,762.1124878,479.099884,0.003659576,630.2866211,372.6905518,0.999994636,608.6769409,365.0887146,0.999995351
364,751.821228,478.671936,0.999970436,762.0939331,479.2303162,0.00372088,630.3717651,372.6663208,0.999995112,608.6409302,365.1921692,0.999995232
365,751.8268433,478.6590881,0.99996984,762.0740967,479.2285767,0.003747225,630.1265869,372.5426331,0.999994755,608.8275146,365.1480713,0.999995589
366,751.8140259,478.6267395,0.999970555,762.1483765,479.1939697,0.003767848,630.4098511,372.6448975,0.999995351,608.7601929,365.1149902,0.999995351
367,752.0026855,478.635376,0.99997437,762.1662598,479.2428894,0.003817886,630.7241211,372.4668274,0.999994636,608.7644653,364.8838501,0.999995768
368,751.9934082,478.6331482,0.999973357,748.4584961,477.265625,0.003757626,630.9534302,372.2736816,0.999993801,609.0895386,364.598877,0.999995947
369,751.9868774,478.6347961,0.999972403,748.4529419,477.2374573,0.003773391,630.3348389,371.9349976,0.999994397,609.0377808,364.6852722,0.999995887
370,752.0292358,478.6546936,0.999973536,748.4567261,477.2178955,0.003808141,630.2846069,372.078949,0.999994218,609.0675659,364.5756531,0.999996066
371,752.0460815,478.6266785,0.99997282,748.4331055,477.106781,0.003665626,630.3048096,371.8937683,0.999994636,609.0093994,364.5464478,0.999995947
372,752.0601196,478.6075134,0.999972105,748.3527832,477.1324158,0.003685057,629.7960205,371.622345,0.999994993,609.1013184,364.5131836,0.999996066
373,752.0692139,478.5497742,0.999971867,748.3638306,477.1047058,0.003657937,630.0662842,371.8955994,0.999994159,609.2144775,364.6037903,0.999996006
374,752.0613403,478.5283508,0.999971569,748.3278809,477.1451111,0.003666788,629.9848633,371.8274231,0.99999392,609.2094727,364.6768799,0.999996185
375,751.9963989,478.6603699,0.999970198,748.2913818,477.1096191,0.003871948,629.8579102,371.5476685,0.999993622,609.1658936,364.7663879,0.999995947
376,751.9920654,478.6882324,0.999969661,748.3495483,477.1183472,0.003841043,629.9988403,371.7476196,0.999995708,608.8197021,364.6577148,0.99999547
377,751.9918823,478.6776123,0.999969661,748.3220825,477.1275635,0.003866613,629.8459473,371.6134644,0.999995768,608.8446045,364.6589355,0.999995708
378,752.0481567,478.6738892,0.999969423,748.2354126,477.0745544,0.003819436,630.5354004,372.1152344,0.999994099,609.0557251,364.5878296,0.999996364
379,752.0310059,478.6340942,0.999971032,748.1774292,477.0797119,0.003711522,629.2629395,371.8980713,0.999995828,608.6942749,364.6274109,0.99999553
380,752.0561523,478.5018311,0.999974847,748.1760254,477.2164917,0.003574431,629.2252808,372.052948,0.999995947,608.7116699,364.6550293,0.99999541
381,752.0603027,478.5041504,0.999974549,748.1637573,477.1977844,0.003578842,629.1546631,371.9091797,0.999995947,608.6520386,364.6421814,0.999994874
382,752.0767822,478.4507141,0.99997437,748.1827393,477.2655945,0.003552228,629.0578003,371.9082642,0.999995828,608.7279663,364.6345215,0.99999541
383,751.9743042,478.4568176,0.999973536,748.1929321,477.2179871,0.003473312,628.678894,371.8139648,0.999994874,609.3393555,364.6808472,0.999996066
384,751.9915771,478.4667358,0.999972343,748.2289429,477.2070923,0.003504664,628.8111572,371.7207031,0.999994993,609.2400513,364.681366,0.999995828
385,751.9869385,478.4451904,0.999972463,748.2559204,477.2167053,0.003486514,629.0631714,371.862793,0.999993503,609.2806396,364.7251892,0.999995828
386,751.987854,478.4494629,0.999971628,748.2216797,477.223999,0.003503323,628.7012939,371.6770935,0.999993861,609.0592041,364.7484436,0.999995589
387,752.0055542,478.4450684,0.999972105,748.2441406,477.1757202,0.003551185,628.9060059,371.7172241,0.999994695,609.2192993,364.8370667,0.99999547
388,752.03125,478.3250732,0.999973953,748.2022705,477.1719055,0.003435045,631.062439,372.2567749,0.999990106,609.3118286,364.7923889,0.999996126
389,752.0530396,478.318634,0.999974728,748.1886597,477.193512,0.003408402,630.8178101,372.1178284,0.999991059,609.291748,364.7652283,0.999995649
390,752.0628662,478.3128357,0.999975085,748.1711426,477.2089539,0.003412455,631.3536377,372.4153137,0.999989331,609.2767944,364.6498718,0.999996305
391,752.1148071,478.321167,0.999975085,748.1773682,477.1958313,0.003545284,629.7946167,372.2204895,0.999991894,609.4365845,364.7686462,0.999996126
392,752.0892334,478.3026428,0.999973536,748.203186,477.209259,0.003563583,629.8068848,372.176239,0.999991953,609.4747314,364.7309875,0.999996185
393,752.0594482,478.3022766,0.999974132,748.2392578,477.262085,0.003576159,629.8555908,372.4303589,0.999991417,609.4230957,364.6682739,0.999996185
394,752.0337524,478.339447,0.999971986,748.2195435,477.2790527,0.003676265,629.8370361,372.4236755,0.999991357,609.4216309,364.6870117,0.999996185
395,751.9998169,478.3589783,0.999972165,748.2221069,477.2085266,0.003672481,629.7144165,372.3704529,0.999991238,609.3022461,364.7858887,0.999996185
396,751.9799194,478.3511963,0.999973536,748.2443848,477.0986633,0.003564119,629.447937,372.1401062,0.999992311,609.2347412,364.7336121,0.999996185
397,751.9778442,478.3726807,0.999973297,748.2485962,477.0188599,0.003545046,629.4383545,372.1494446,0.999992371,609.2355957,364.750946,0.999996185
398,751.9445801,478.2932739,0.999973178,748.2266846,477.0618896,0.003467083,629.2905273,372.1652527,0.999992549,609.2103271,364.778595,0.999996126
399,751.9163208,478.2789612,0.999973416,748.2556763,477.0979004,0.003485769,629.2232056,372.2250061,0.999994516,609.1948242,364.7620239,0.999995947
400,751.9210815,478.3458862,0.999972463,748.2974854,477.0445251,0.003531456,630.7990723,372.2418213,0.999991655,609.394043,364.8460083,0.999996305
401,751.9707031,478.3031921,0.999973774,748.2939453,477.0569153,0.003489494,630.7214355,372.1898499,0.999991536,609.383728,364.852478,0.999996185
402,751.9141235,478.29422,0.999973118,748.3043213,477.0845032,0.003490984,630.7792358,372.3163757,0.999991953,609.3427124,364.8858032,0.999996185
403,751.9416504,478.2926636,0.999972582,748.3404541,477.1740417,0.003651291,629.281189,372.2186279,0.999995053,609.1265869,364.6535339,0.999995947
404,751.9094849,478.2697754,0.999972701,748.3097534,477.1861267,0.003599524,629.1781006,372.2071533,0.999995112,609.1203003,364.6710205,0.999995828
405,751.9192505,478.2998047,0.999971926,748.3352051,477.1455994,0.003653377,628.96698,372.114624,0.999995351,608.9406738,364.6750183,0.999995589
406,751.8851929,478.3102112,0.999971688,748.3551636,477.1856689,0.003742546,629.0483398,371.943634,0.999994755,609.1865234,364.6698608,0.999996185
407,751.9476929,478.3868103,0.999974012,748.331604,477.1087341,0.003606468,629.0410156,372.124115,0.999995649,609.0306396,364.6002808,0.999996126
408,751.9343872,478.3909912,0.999973774,748.2991943,477.0685425,0.003574312,628.9860229,372.234314,0.99999547,609.0059814,364.696167,0.999995828
409,751.9667969,478.3283386,0.999974489,748.2670898,477.0187073,0.00345692,628.7979126,372.1030579,0.999995351,609.0157471,364.6882019,0.99999553
410,751.9943848,478.3501892,0.999975801,748.239502,477.0326538,0.00342229,628.7886963,372.1117859,0.999994993,609.0707397,364.6637573,0.999995589
411,751.975769,478.3474426,0.999976397,748.2518311,477.1580505,0.003522724,629.1099854,372.177124,0.999995112,609.1070557,364.5577087,0.999996066
412,751.8796997,478.3935242,0.999975801,748.2768555,477.1641235,0.003538311,630.6226196,372.3220825,0.999993324,609.0976563,364.6540833,0.999996305
413,751.8596802,478.3398132,0.999976277,748.2859497,477.1843567,0.003451794,630.5980835,372.3110046,0.999993563,609.074585,364.6549988,0.999996305
414,751.8905029,478.3458557,0.99997586,748.2796631,477.1657104,0.003468037,631.0334473,373.0710449,0.999991,609.2133179,364.7824707,0.999996662
415,751.982605,478.3824768,0.999976158,748.3133545,477.2391052,0.003570974,629.4354248,372.6112366,0.999994695,609.0847778,364.6455383,0.999995828
416,751.9715576,478.3755188,0.999975026,748.2771606,477.211731,0.003562361,628.9720459,372.3436279,0.999994993,609.1166992,364.6767883,0.999995887
417,751.9914551,478.3442078,0.999976516,748.3049927,477.2672424,0.003556073,629.0778198,372.4195557,0.999995232,609.0812378,364.6980896,0.99999547
418,751.9516602,478.2452087,0.999975204,762.0585938,479.1663513,0.003527164,628.8543701,372.4052124,0.999995351,609.0239868,364.6716309,0.999995351
419,751.9993896,478.25,0.999976873,748.3435669,477.2078247,0.003488123,628.9989624,372.2204895,0.999995589,609.0736694,364.6447449,0.999995589
420,751.9597168,478.2416077,0.999976754,748.338623,477.1946716,0.003493786,629.0108643,372.1079407,0.999995708,609.1333008,364.6235657,0.999995828
421,752.0371704,478.131073,0.999978423,762.0432129,479.2480469,0.003592491,629.3475342,371.9388428,0.99999547,608.9520264,364.7886047,0.99999541
422,752.083252,478.1099854,0.999976277,748.2494507,477.017395,0.003482878,629.2982788,371.9148254,0.999995291,609.0325928,364.822937,0.999995232
423,752.1246948,478.221405,0.999976873,748.2494507,476.987793,0.003504425,630.2097168,372.3723145,0.999994755,608.9040527,364.7192078,0.999996424
424,752.1070557,478.1939087,0.999976635,748.2150879,476.995575,0.003496945,629.8999634,371.9571228,0.999995351,608.7493896,364.8135376,0.999996066
425,752.0919189,478.2356873,0.999976873,748.1976929,477.0111694,0.003460884,630.4631958,372.2669373,0.999995351,608.5132446,364.6544495,0.999995589
426,752.0460815,478.203064,0.999974966,748.1764526,477.0133667,0.003451288,629.9708252,371.8824463,0.99999547,608.3761597,364.7369385,0.999995112
427,752.0471191,478.2228394,0.999976277,748.2462769,477.0544739,0.003511846,630.0770264,371.8822632,0.999995232,608.4569092,364.7141418,0.99999547
428,752.0375366,478.2106018,0.999976218,748.2289429,477.050415,0.003504753,629.6294556,371.5656128,0.999995887,608.3430786,364.703949,0.999995232
429,752.0656128,478.2818909,0.999975204,748.1939697,477.0794678,0.00354293,629.8247681,371.8721924,0.999995947,608.2763672,364.6248169,0.999994934
430,752.1029053,478.256073,0.999974966,748.1964722,477.0552673,0.003594875,629.6412354,372.0404053,0.999995589,608.6682739,364.7844238,0.999995708
431,752.0092773,478.2715454,0.999973595,748.2364502,477.0950317,0.003638595,629.5498657,372.0065918,0.999995232,608.6606445,364.8851318,0.99999553
432,752.0349731,478.2846375,0.999974012,748.2301025,477.0852966,0.003624409,629.822937,371.9515991,0.999995828,608.4144897,364.8168945,0.999995112
433,752.0258789,478.2990723,0.999973834,748.2623291,477.0402832,0.003582001,630.5562744,373.0517883,0.999993861,608.4834595,365.1546936,0.999996066
434,752.0128784,478.3096008,0.999975324,748.2869873,477.0990295,0.003562421,630.2780762,372.9973755,0.999994457,608.5374146,365.0637817,0.999996185
435,751.9957275,478.2951965,0.999975801,748.2962036,477.0817566,0.003591657,630.2879639,373.2163391,0.999994695,608.5205688,365.0537415,0.999996305
436,752.0206299,478.2826538,0.999975324,748.2741699,477.0456543,0.003554612,630.3496704,373.177887,0.999994874,608.5480957,365.0471802,0.999996364
437,751.9963379,478.1981506,0.999973774,748.1724243,477.1009827,0.003510058,630.2960815,373.0636902,0.999995291,608.2490234,365.0465698,0.999995768
438,751.9866943,478.1898804,0.999973178,748.1506348,477.0941772,0.003477573,630.019104,373.3250427,0.999995649,608.2484131,365.0005798,0.999995828
439,752.0679321,478.2049561,0.999974787,748.1633911,477.0839844,0.003494382,630.059082,373.3124695,0.99999553,608.2241211,365.0924072,0.999995828
440,752.0458374,478.1961365,0.999974966,748.1575928,477.1102905,0.003490448,630.2459106,373.0229797,0.999995708,608.2314453,365.0581665,0.999995947
441,752.072876,478.2052307,0.999976516,748.1690063,477.1679382,0.003534645,630.0126343,373.1313171,0.999995708,608.3109741,365.0316467,0.999996185
442,752.0674438,478.1908875,0.999976873,748.1521606,477.1636353,0.003492266,629.9640503,373.1146545,0.999995828,608.3096313,365.0310059,0.999995947
443,752.0385742,478.1843567,0.999976635,748.1469727,477.2170105,0.00349611,630.1939697,373.3105774,0.999995708,608.2242432,365.0799866,0.999995828
444,752.0310059,478.2063293,0.999976039,748.1608887,477.2102966,0.003496796,630.4378052,373.3134155,0.999994814,608.3688965,365.0037842,0.999996066
445,752.0715942,478.1775818,0.999976873,748.1629639,477.2546387,0.00353533,630.8848267,373.3322449,0.999993443,608.3462524,364.9995117,0.999995649
446,752.0933228,478.1843567,0.999975443,748.1529541,477.2344666,0.003584296,630.7808228,373.3687439,0.999993205,608.4153442,365.0937195,0.999995589
447,752.0612183,478.1959534,0.999975622,748.1378174,477.1869507,0.003531426,630.9753418,373.4677429,0.999992728,608.3572998,365.0921021,0.999995708
448,752.0560303,478.2148438,0.999976397,748.1610107,477.175354,0.003517032,631.2609863,373.5829773,0.999990821,608.4608765,365.1270142,0.999996185
449,752.0617065,478.2208862,0.999976873,748.1488037,477.1799927,0.003531694,631.2251587,373.4627686,0.999990642,608.4726563,365.1854858,0.999996185
450,752.0421753,478.2375793,0.999975622,748.1702881,477.208252,0.003526598,630.3763428,373.1402283,0.999994993,608.3771973,365.0910339,0.999995708
451,752.0529785,478.2518005,0.999975801,748.1634521,477.207489,0.003542215,630.4758301,373.2089844,0.999994397,608.4649658,365.0809631,0.999995947
452,752.0236816,478.2571106,0.999975681,748.1668701,477.2128906,0.003549308,630.5684204,373.1430359,0.999994278,608.4738159,365.0580444,0.999996364
453,752.055542,478.2979736,0.999975085,748.1427002,477.1688843,0.003566742,631.7282104,372.9769287,0.999991179,608.196228,364.8999023,0.999996245
454,752.0287476,478.2990112,0.999974608,748.1560669,477.1548462,0.003521442,631.8445435,373.3339844,0.999988198,608.3984985,365.1580811,0.999996066
455,752.0033569,478.3530579,0.999974608,748.1607056,477.2816162,0.00368309,631.5800781,373.3323669,0.999988317,608.4997559,365.2097473,0.999996543
456,751.9765015,478.368927,0.999974668,748.25354,477.3580322,0.003777832,631.8257446,373.4353638,0.999986529,608.4508667,365.2519836,0.999996185
457,751.8061523,478.5265503,0.999974728,748.289978,477.506073,0.003773689,631.9042969,373.5061646,0.999986708,608.4488525,365.0133362,0.999996543
458,751.6627808,478.5638123,0.999970913,748.1444702,477.3964844,0.003896058,632.5702515,373.9326782,0.999986053,608.4705811,365.073822,0.999996603
459,751.6871948,479.0258789,0.999976158,748.3445435,477.8517151,0.004486829,631.3178101,373.6374207,0.999990582,608.4783325,365.1517639,0.999996245
460,751.1533813,479.0430298,0.999981642,748.0253906,477.7142029,0.004243433,631.1014404,373.6503296,0.999991,608.3951416,365.2221069,0.999996305
461,749.0021973,480.5143738,0.99999249,748.7061157,477.8754272,0.003116995,631.1036377,373.6886292,0.999992073,608.4472046,365.0778503,0.999996424
462,748.4448853,481.5683289,0.99999547,748.5158691,477.6934509,0.003066778,630.7954102,373.6555786,0.99999249,608.4926147,365.103241,0.999996185
463,746.6114502,482.3959961,0.999994874,748.9932251,478.0673218,0.002611041,630.59198,372.9277344,0.99999392,608.402771,365.080719,0.999996245
464,746.4360962,482.3581543,0.999995232,748.9128418,478.5960693,0.00304389,630.9772949,373.1373291,0.999992251,608.1795044,365.2145996,0.999995828
465,746.1477051,482.4619751,0.999995947,748.7368164,478.8606262,0.003256351,630.5756226,372.9750671,0.99999398,608.1578979,365.1929626,0.999995887
466,745.5459595,482.7251892,0.999993563,755.0054321,496.3569641,0.00575158,629.6278076,373.0833435,0.999995828,607.8838501,365.0954285,0.999994993
467,745.5062866,484.417511,0.999996185,753.37854,497.2832947,0.035141021,629.8199463,373.1781311,0.999995589,607.8244629,365.1825867,0.99999547
468,745.1439209,484.9203796,0.999997258,749.4300537,495.7711792,0.040173441,629.6590576,373.2624207,0.999995947,607.8224487,365.2181702,0.999994874
469,744.6263428,485.7731018,0.999997735,749.2480469,500.5312805,0.323381782,630.0881348,373.1624756,0.999995887,607.3852539,365.6303406,0.999991357
470,743.9639282,486.1690979,0.999997735,746.7122192,501.6083069,0.995105088,629.6170654,373.024231,0.999996543,607.3539429,365.6131287,0.999991
471,743.5606079,486.7049255,0.99999702,746.1298828,503.0369873,0.999974012,629.5634766,372.9822693,0.999996662,607.6942749,365.2546692,0.999993682
472,743.5804443,487.5060425,0.999994755,745.2505493,504.897644,0.999962509,630.0414429,373.1512451,0.99999547,607.7993164,365.1601257,0.999994874
473,743.3242798,487.7217102,0.999993801,746.1311035,505.5142212,0.999926329,629.6842041,372.8961792,0.999996066,607.8939819,365.1728516,0.999994874
474,743.0186768,488.4620667,0.999990702,745.6049194,506.1318054,0.999896646,629.5841064,372.5060425,0.999996603,607.7441406,365.1495056,0.99999392
475,742.6986694,488.4762573,0.999993682,743.8147583,507.3040771,0.999985576,629.9432373,372.6226196,0.999997318,607.4957886,365.1804199,0.999993443
476,742.4868164,489.0761414,0.999992609,742.8065796,507.7384644,0.999992132,629.7483521,372.490448,0.999997377,607.4777222,365.2294006,0.999993384
477,741.5810547,488.8292542,0.999994218,741.0982056,507.9873047,0.999995708,629.0656128,372.5541992,0.999996901,608.0928955,364.8999634,0.999995649
478,740.946106,488.6638489,0.999995351,739.9071655,508.5983582,0.99999392,628.0825195,371.955658,0.999997556,607.9932251,364.8096008,0.999994814
479,740.0554199,488.9607544,0.999994218,738.1401367,509.7415161,0.999994993,629.1846924,372.6913452,0.999996901,608.1030273,364.8181152,0.999995828
480,739.1162109,488.4114075,0.999996543,735.8546143,510.9769287,0.999995053,629.1509399,372.70755,0.999996543,608.2921753,364.7726746,0.999996006
481,738.7507935,488.308075,0.999996305,735.3990479,512.7151489,0.999995708,630.1696167,372.3792725,0.999995708,608.0454102,364.8299561,0.999995947
482,738.0230103,487.9568481,0.999996603,734.9619141,512.9401855,0.999994099,629.6314697,372.2825928,0.999996185,607.8313599,364.8754272,0.999994993
483,737.1520386,487.9054871,0.999995947,734.7830811,513.8247681,0.999997914,629.4089355,372.3735046,0.999995589,608.1584473,364.8055725,0.999996066
484,736.2180786,487.7990417,0.999993384,734.2655029,514.6098022,0.99999845,630.1329956,372.3103638,0.999995291,607.9589233,364.8407288,0.999995768
485,735.9740601,487.7645874,0.999994755,734.1674194,515.4976807,0.999998689,630.348877,372.2383728,0.999994516,607.9931641,364.9486694,0.999995768
486,735.7602539,487.3959961,0.999996066,733.9855347,515.6212158,0.999998569,628.8887329,372.0505371,0.99999702,608.0255127,364.8445129,0.99999541
487,735.5134277,487.1560669,0.99999702,733.9918823,515.4003296,0.999998748,630.8758545,372.3660278,0.999993801,608.609436,365.0438538,0.999996424
488,735.4551392,487.0531311,0.999996662,733.9887695,515.2775269,0.999998748,629.84198,371.9512939,0.999995947,608.3747559,364.9741211,0.99999547
489,735.4227905,486.9414978,0.999997258,734.1553345,515.4209595,0.999998808,629.6279297,372.0872803,0.999996126,608.6243896,364.8116455,0.999996006
490,735.4258423,486.8792114,0.999997079,734.2877197,515.2839355,0.999998569,629.4155884,372.2485352,0.999996066,608.7298584,364.835968,0.999995947
491,735.5144653,486.6594238,0.999997497,734.6828613,515.1109009,0.999998689,630.1989746,372.690918,0.99999553,608.6702881,364.8189697,0.999996185
492,735.534729,486.605072,0.999997258,734.8475952,515.083313,0.99999845,629.949646,372.5177002,0.999996185,608.6273193,364.7365723,0.999995589
493,735.6048584,486.3937683,0.999997377,734.7964478,515.2858276,0.999997377,629.7827759,372.6729126,0.999995768,608.9638672,364.596405,0.999996185
494,735.6275635,486.2991943,0.999997318,734.7504272,515.2379761,0.999997318,629.7671509,372.4192505,0.999996364,608.9163818,364.4198303,0.999996543
495,735.5383911,486.2517395,0.999997616,734.7319336,515.3282471,0.999997735,630.1253662,372.5368347,0.999995708,608.8414917,364.7084961,0.999996543
496,735.399353,486.0784302,0.999997973,734.8256836,515.321167,0.999997735,629.6785278,372.6326599,0.999996543,608.5975952,364.6815796,0.999996305
497,735.2973022,485.9425659,0.999998093,735.0603638,515.1654053,0.999997735,629.6479492,372.6726685,0.999996543,608.8185425,364.7627563,0.999996781
498,735.2728882,486.0348816,0.999997795,734.9987183,515.2606201,0.999997735,629.9411011,372.4917297,0.999996901,608.6557617,364.7849426,0.999996424
499,735.269043,486.0261536,0.999997795,735.0019531,515.2473145,0.999997795,629.937439,372.4827881,0.999996781,608.6737061,364.8067322,0.999996305
500,734.9594116,486.0776978,0.999997735,735.0148315,515.5877075,0.999993742,629.3624878,372.7255554,0.999996066,608.7017822,364.789093,0.999995589
501,734.8821411,485.906311,0.999997973,735.1101074,515.321106,0.999994874,628.7703857,372.3392029,0.999996662,608.5963135,364.7233887,0.999994993
502,734.8270264,485.9312134,0.999998093,735.2467041,515.2330322,0.999995887,628.8575439,372.3023071,0.999996722,608.7913208,364.729248,0.999995351
503,734.7161865,485.8755798,0.999998152,735.2785034,515.4014282,0.999996305,628.8226929,372.3899231,0.999996662,608.7354126,364.7128601,0.999995112
504,734.5839233,485.8772888,0.999997973,735.4923096,515.2858276,0.999996901,628.9273071,372.486908,0.999996185,608.862915,364.726593,0.99999541
505,734.3434448,485.9334717,0.999997973,735.5612183,515.25354,0.999997318,628.8966675,372.2677612,0.999996781,608.7248535,364.6367188,0.999995232
506,734.3294678,486.0365295,0.999997854,735.6740723,515.1838989,0.999997973,628.7695313,372.2282715,0.999996901,608.5439453,364.6871948,0.999994636
507,734.2382813,485.9331055,0.999997973,735.7479858,515.1987915,0.99999845,628.8092041,372.539856,0.999996364,608.6347046,364.6554565,0.999994993
508,734.2533569,485.9996338,0.999997973,735.6190796,515.3495483,0.999998331,629.6738892,372.5762634,0.999995589,608.7019653,364.6670532,0.99999547
509,733.9528198,485.7283325,0.999998212,735.6141968,515.2687988,0.999998569,629.6246948,372.6343689,0.999995708,608.8030396,364.5774231,0.999995768
510,733.6763306,485.6822205,0.999998331,735.6030884,515.1679077,0.999998629,629.6934814,372.8013916,0.999994636,608.8658447,364.6271973,0.999996126
511,733.4475708,485.5820618,0.999998212,735.6043091,515.2294312,0.999998808,630.192749,372.8701172,0.999992728,609.1607666,364.6575623,0.999996424
512,733.2805176,485.6104431,0.999998152,735.2694092,515.2714233,0.999998152,629.7722168,372.6378479,0.999993682,608.7637329,364.635376,0.999995708
513,733.1699219,485.4580383,0.999998093,735.2762451,515.177063,0.999998212,628.9442139,372.6810303,0.999994755,609.0626221,364.8258972,0.99999547
514,733.0240479,485.5059509,0.999998093,735.0616455,515.3223267,0.999997675,628.5281982,372.6318054,0.999995232,608.8999634,364.7991638,0.999995112
515,733.046936,485.4067078,0.999998093,735.0643311,515.2681885,0.999997675,628.5759888,372.7236328,0.99999547,608.81427,364.7891235,0.999994874
516,732.913147,485.2911987,0.999998093,734.7331543,515.8138428,0.999996126,628.3441162,372.1008606,0.999995649,608.8377686,364.7128296,0.999994874
517,732.8638306,485.2079773,0.999998093,734.8569946,515.0605469,0.999995887,627.9399414,372.1811523,0.999996185,608.8986816,364.5527039,0.999995351
518,732.7784424,485.2293091,0.999998271,734.928894,515.2055664,0.999996185,628.0860596,372.4501953,0.999996543,608.8725586,364.5305786,0.999995172
519,732.7863159,485.2016296,0.999998212,734.9300537,515.2072144,0.999996185,628.8723145,372.5489197,0.999995589,609.0409546,364.3690186,0.999996305
520,732.7692871,485.1955872,0.999998331,734.9418945,515.1929321,0.999996006,628.0393066,372.2062073,0.999996781,608.6796265,364.2251892,0.999995351
521,732.7952881,484.9797058,0.999998212,735.1693726,515.057373,0.999996901,628.6337891,372.6469727,0.999996424,608.8305054,364.2188721,0.999996483
522,732.8693237,484.9787903,0.999998212,735.3175659,515.0394287,0.999997258,628.7174683,372.0928955,0.999996305,608.7490845,364.0270691,0.999996424
523,732.8458252,484.9174805,0.999998212,735.4452515,514.9874268,0.999997497,627.9365845,371.9740906,0.999996662,608.6016235,364.0015564,0.999996185
524,732.8425293,484.8773193,0.999998152,735.5222778,514.9711914,0.999997556,628.9033203,371.969696,0.999996066,608.7310791,364.1071167,0.999996364
525,732.8310547,484.8776855,0.999998212,735.5689087,514.8980713,0.999997735,628.8768921,371.8210754,0.999996662,608.0535889,364.5452271,0.999994457
526,732.8966064,484.6564026,0.999998331,735.5547485,514.8129883,0.999997616,628.8569946,371.7831116,0.999996781,608.0883789,364.5325623,0.999994516
527,732.8409424,484.4112549,0.999998271,735.0698242,514.9550781,0.999995351,628.7645874,371.6700439,0.999996901,608.0352783,364.5288391,0.999994099
528,732.7871704,484.4301147,0.999998331,735.1397095,515.0549316,0.999994993,628.7706909,371.515564,0.999996781,608.0092163,364.5090942,0.99999404
529,732.739624,484.4512634,0.99999845,735.1906128,514.953125,0.99999547,628.9037476,371.6042786,0.999997079,607.8681641,364.5144653,0.999993205
530,732.6403198,484.5806885,0.999998331,735.2730103,514.9396973,0.999996185,628.9661255,371.6933289,0.99999702,607.7678833,364.4941101,0.999993205
531,732.6359253,484.6788635,0.999998331,735.2921143,514.9282227,0.999996066,628.8608398,371.7022705,0.999997199,607.7545166,364.5038147,0.999993145
532,732.5855103,484.7276611,0.999998331,735.3481445,514.894104,0.999996185,628.8356323,371.7553711,0.999997139,607.8048706,364.5138245,0.999993324
533,732.5032349,484.8149109,0.999998212,735.3174438,514.9453125,0.999996424,628.7202148,372.0609131,0.999997139,607.8157349,364.5205383,0.999993682
534,732.4998169,484.7945557,0.999998212,735.2930298,514.9382324,0.999996424,628.8463135,372.1546631,0.999997258,607.7791748,364.4776306,0.999993503
535,732.4762573,484.8083191,0.999998212,735.208374,514.9584351,0.999996245,628.8344116,372.0976868,0.999997258,607.8309326,364.4490356,0.999993503
536,732.5077515,484.8162842,0.999998212,735.3742676,514.730835,0.999996305,630.3112183,372.3899841,0.999995351,608.2609863,364.4416199,0.999993622
537,732.5126953,484.913147,0.999998212,735.2235107,514.5953979,0.999995351,629.1122437,372.5161438,0.999996901,608.1569824,364.6463928,0.99999404
538,732.4847412,484.7918701,0.999998093,735.0933228,514.553894,0.999994278,629.0777588,372.4052734,0.999996901,608.1107788,364.619751,0.999993801
539,732.4727173,484.7709961,0.999998093,735.0858154,514.5720215,0.999994278,628.7293091,372.3707581,0.999997735,607.6965942,364.4770508,0.99999249
540,732.4265137,484.8389587,0.999997973,735.0680542,514.6201782,0.999994159,628.7021484,372.3145752,0.999997556,607.6647339,364.6150818,0.999992251
541,732.4485474,484.8640442,0.999998093,734.7089844,515.321106,0.999993801,628.8497925,372.4579773,0.999997377,607.7739258,364.6665039,0.999992728
542,732.4698486,485.0000916,0.999997973,734.6020508,515.3704834,0.999993563,628.2844849,372.4277344,0.999997556,607.8065796,364.5085144,0.999992132
543,732.5140991,485.0409241,0.999997914,734.473999,515.3845825,0.999994636,628.3657837,372.7196655,0.999997377,607.852417,364.6749268,0.999993265
